trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud,Txn_type,Duplicate_count,Amt_outliers,Cutomer_age,Age_group,Trans_hour,Day_of_week,Dist_km,Amt_band,Is_Night,Fraud_Score,Predicted_fraud
04/01/2019 12:52,Denesik and Sons,shopping_pos,3.02,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,3213d71caed196af28355cb88cf14fe1,39.85294,-110.053782,0,Legit,1,Normal,31,30-44,12,Fri,102.066177,Under $10,Day,3,0
04/01/2019 14:50,Predovic Inc,shopping_net,7.12,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,b57285467ccab7ed45b4426f25d00756,38.137421,-110.081134,0,Legit,1,Normal,31,30-44,14,Fri,104.1136043,Under $10,Day,5,1
04/01/2019 17:51,"Kerluke, Kertzmann and Wiz",misc_net,823.39,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,a19dd8f1ca4d0ad8799ed7845e1fe260,39.831076,-108.681553,0,Legit,1,Outlier,31,30-44,17,Fri,122.3585028,$500+,Day,10,1
04/01/2019 23:18,"Terry, Johns and Bins",misc_pos,6.93,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,ab65fc7440a71fc41b56be23590adc69,39.816318,-108.90975,0,Legit,1,Normal,31,30-44,23,Fri,109.143656,Under $10,Night,5,1
04/01/2019 23:38,"Larson, Quitzon and Spence",travel,2.24,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,68a7b734a27ea6aefadb3805d7dcc072,39.197854,-108.646062,0,Legit,1,Normal,31,30-44,23,Fri,86.46160347,Under $10,Night,2,0
05/01/2019 01:55,"Schultz, Simonis and Little",grocery_pos,84.16,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,351d4c405dfcb8c395178b44f46d2e6a,38.571171,-108.899249,0,Legit,1,Normal,31,30-44,1,Sat,78.23913632,$50-$99,Night,2,0
05/01/2019 09:45,"Reilly, Heaney and Cole",gas_transport,45.71,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,1285340103261b697c3e473d440b241b,38.577075,-110.538886,0,Legit,1,Normal,31,30-44,9,Sat,92.85709453,$10-$50,Day,0,0
06/01/2019 06:15,Kris-Weimann,misc_net,1.25,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,c36990ced1968969f5d88e7410245852,38.00616,-109.695053,0,Legit,1,Normal,31,30-44,6,Sun,110.7181911,Under $10,Day,5,1
06/01/2019 19:52,Leffler-Goldne,personal_care,31.47,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,c882db8fbfd76e4aecb982a42efc4d79,39.565695,-110.585517,0,Legit,1,Normal,31,30-44,19,Sun,104.5717583,$10-$50,Day,3,0
07/01/2019 00:11,Nader-Helle,misc_net,58.05,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,f4b24fe58396b9e5e3469b249db4f96a,39.15486,-110.384456,0,Legit,1,Normal,31,30-44,0,Mon,68.61791087,$50-$99,Night,4,1
07/01/2019 08:05,Harber Inc,gas_transport,73.27,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,5ef484b5d2f78dcefa47292d51d273c8,39.777196,-110.560314,0,Legit,1,Normal,31,30-44,8,Mon,118.6158372,$50-$99,Day,3,0
07/01/2019 08:10,Cummings LLC,gas_transport,51.05,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,395b82dde59c00618148674f9c51db0c,38.66814,-109.784936,0,Legit,1,Normal,31,30-44,8,Mon,39.71815401,$50-$99,Day,0,0
07/01/2019 10:31,Gutmann Lt,grocery_net,45.37,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,fff2fda51c493dbd23e4199db0c49f8d,39.243228,-110.436362,0,Legit,1,Normal,31,30-44,10,Mon,75.84547858,$10-$50,Day,0,0
07/01/2019 13:19,"Denesik, Powlowski and Pouros",home,29.95,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,735cffb015011bed5e56db81996c1351,39.315149,-110.283096,0,Legit,1,Normal,31,30-44,13,Mon,67.43169784,$10-$50,Day,0,0
07/01/2019 17:32,Lesch Lt,shopping_pos,2.99,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,5cbdfd6bb66708d141f43aaab01e5aaf,38.321011,-109.573143,0,Legit,1,Normal,31,30-44,17,Mon,75.57644536,Under $10,Day,0,0
07/01/2019 23:17,Kassulke PLC,shopping_net,6.26,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,2bc270e29a0bb82170b5171f2b427864,38.518544,-109.778116,0,Legit,1,Normal,31,30-44,23,Mon,55.36144426,Under $10,Night,4,1
08/01/2019 04:11,Harber Inc,gas_transport,48.31,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,b4c4fa483e48897ebb8c925b435c0c67,39.131397,-110.14623,0,Legit,1,Normal,31,30-44,4,Tue,48.13776533,$10-$50,Night,2,0
08/01/2019 05:53,Kerluke PLC,misc_net,75.36,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,4e79f51371eafcca50443ca00a352744,38.686791,-110.216625,0,Legit,1,Normal,31,30-44,5,Tue,62.66558675,$50-$99,Night,4,1
08/01/2019 07:49,Kutch-Hegmann,grocery_net,36.26,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,73010be31ee70ccc408acd3b10c4d337,39.028003,-110.1184,0,Legit,1,Normal,31,30-44,7,Tue,43.60463533,$10-$50,Day,0,0
08/01/2019 14:49,Jewess LLC,shopping_pos,1.79,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,16eb15513157b5d91cdecee69eab524e,38.921991,-110.337921,0,Legit,1,Normal,31,30-44,14,Tue,63.10276836,Under $10,Day,0,0
08/01/2019 19:27,"Monahan, Bogisich and Ledne",misc_pos,9.49,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,1a1213aaa6d117b8aaca9dfcd02f3ddf,38.727361,-109.266336,0,Legit,1,Normal,31,30-44,19,Tue,42.77475743,Under $10,Day,0,0
09/01/2019 04:18,Friesen-Stamm,gas_transport,55.14,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,f94ea093cc5ffc9283af126984d08e89,39.28655,-109.854904,0,Legit,1,Normal,31,30-44,4,Wed,37.99991536,$50-$99,Night,2,0
09/01/2019 13:09,Ankunding-Carroll,travel,6.46,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,3f45175485e3aaf4a94fc6da92ebee50,39.735613,-110.281537,0,Legit,1,Normal,31,30-44,13,Wed,99.87686591,Under $10,Day,0,0
09/01/2019 15:42,Bode-Schuste,kids_pets,44.63,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,d439f8a4f3d18b4d95e2f1a3f500562d,39.784914,-109.421193,0,Legit,1,Normal,31,30-44,15,Wed,88.86410272,$10-$50,Day,0,0
09/01/2019 16:45,Bode-Schuste,kids_pets,43.45,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,4f54d2fe4bd6d35756c2210ea43d7f2b,39.857438,-109.593563,0,Legit,1,Normal,31,30-44,16,Wed,95.37164826,$10-$50,Day,0,0
10/01/2019 07:59,Kutch LLC,gas_transport,61.9,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,bcea7f9a7251302664f9799808c4f7b8,39.728005,-110.394912,0,Legit,1,Normal,31,30-44,7,Thu,105.1188716,$50-$99,Day,3,0
10/01/2019 17:37,Schmidt-Larkin,home,20.21,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,35e6ed9ea4bd391273adda3702381ee6,39.484485,-108.95921,0,Legit,1,Normal,31,30-44,17,Thu,78.05651842,$10-$50,Day,0,0
10/01/2019 20:08,"Cremin, Hamill and Reichel",misc_pos,98.87,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,2b1ed3e5490010f323af1e448579eeed,39.922012,-108.969088,0,Legit,1,Normal,31,30-44,20,Thu,116.5668869,$50-$99,Day,3,0
12/01/2019 01:23,Kutch LLC,gas_transport,72.22,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,6b4c521cab6a4ceb5813f4421f814875,38.020155,-110.502769,0,Legit,1,Normal,31,30-44,1,Sat,133.546944,$50-$99,Night,5,1
12/01/2019 11:49,Pacocha-O'Reilly,grocery_pos,57.95,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,f6ba08b12ae052d5f981caa3ca68cfa6,38.772928,-109.929363,0,Legit,1,Normal,31,30-44,11,Sat,37.11195272,$50-$99,Day,0,0
12/01/2019 15:20,"Brown, Homenick and Lesch",health_fitness,14.52,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,7ddbf576798b45f4639922a92a7667d4,39.265777,-108.695042,0,Legit,1,Normal,31,30-44,15,Sat,84.67658403,$10-$50,Day,0,0
13/01/2019 13:54,Renner Lt,home,123.41,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,35ccf62889ff745e8883bcc529f532fe,38.510464,-109.346827,0,Legit,1,Normal,31,30-44,13,Sun,59.18261918,$100-$499,Day,0,0
13/01/2019 15:58,"Daugherty, Pouros and Beahan",shopping_pos,2.76,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,e071e31ca4284a7ca810aede5bba5654,38.369522,-110.275758,0,Legit,1,Normal,31,30-44,15,Sun,90.56773723,Under $10,Day,0,0
13/01/2019 16:34,Monahan-Mo,personal_care,14.02,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,ee18a28764a30f69e2e0efb497ef4bdd,39.731639,-110.207411,0,Legit,1,Normal,31,30-44,16,Sun,95.98879118,$10-$50,Day,0,0
13/01/2019 23:23,"Daugherty, Pouros and Beahan",shopping_pos,2.72,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,8433823c23dfcfef434a21f5d6538b36,39.593395,-109.599049,0,Legit,1,Normal,31,30-44,23,Sun,66.00790546,Under $10,Night,2,0
14/01/2019 07:17,Miller-Hauck,grocery_pos,105.56,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,fab9d19fbd22e74fa48a90cfe6f9214b,39.39652,-109.511603,0,Legit,1,Normal,31,30-44,7,Mon,44.99315532,$100-$499,Day,0,0
14/01/2019 23:33,Stiedemann Inc,misc_pos,2.57,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,643ab36694afda90a42ffc03a7dba51b,38.973288,-109.847408,0,Legit,1,Normal,31,30-44,23,Mon,20.30405244,Under $10,Night,2,0
14/01/2019 23:49,"Denesik, Powlowski and Pouros",home,126.67,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,66ce0b4b4e42f1fb17feb86e934b9bf3,38.050698,-108.796647,0,Legit,1,Normal,31,30-44,23,Mon,127.3093162,$100-$499,Night,5,1
15/01/2019 00:08,Kuphal-Bartoletti,misc_net,5.85,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,b93e03b23d2209121feabc9bc2c591a0,39.244044,-109.620388,0,Legit,1,Normal,31,30-44,0,Tue,27.15155281,Under $10,Night,4,1
15/01/2019 20:56,Rau-Robel,kids_pets,1.88,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,9fb802579fb35e83b82edcd2d94e63fa,38.836705,-109.341248,0,Legit,1,Normal,31,30-44,20,Tue,29.83621571,Under $10,Day,0,0
15/01/2019 23:33,Lind-Buckridge,entertainment,87.39,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,bb6e4595fa9204d5094e065d0aab8752,38.714085,-109.806526,0,Legit,1,Normal,31,30-44,23,Tue,35.84790834,$50-$99,Night,2,0
16/01/2019 04:04,"Greenfelder, Bartoletti and Davis",misc_net,9.79,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,e543dd6686485a980ebdb12952e7b2fa,38.273375,-110.352293,0,Legit,1,Normal,31,30-44,4,Wed,103.0880895,Under $10,Night,7,1
16/01/2019 16:27,Dibbert and Sons,entertainment,44.8,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,47218edd0921e5345cc24080aebeb117,39.008475,-109.970265,0,Legit,1,Normal,31,30-44,16,Wed,30.71308196,$10-$50,Day,0,0
17/01/2019 01:30,"Monahan, Bogisich and Ledne",misc_pos,795.59,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,5d6931d4ac32d177b708ed9785d409ea,38.278335,-109.044284,1,Fraud,1,Outlier,31,30-44,1,Thu,94.31075352,$500+,Night,7,1
17/01/2019 08:59,Kutch LLC,gas_transport,9.79,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,73d976fc46f089af2c58c39273525b55,39.157345,-109.126592,1,Fraud,1,Normal,31,30-44,8,Thu,45.64915393,Under $10,Day,0,0
17/01/2019 22:26,Kutch-Wilderman,home,187.35,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,4f7bdd079103fb386ebe90b1fd22fd7b,39.42207,-109.555496,1,Fraud,1,Normal,31,30-44,22,Thu,47.22226885,$100-$499,Night,2,0
17/01/2019 22:45,"Nicolas, Hills and McGlynn",entertainment,564.34,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,b8b80b56dbdf53fbe417f0915fe1d3ee,38.435536,-109.844716,1,Fraud,1,Outlier,31,30-44,22,Thu,65.84302113,$500+,Night,7,1
18/01/2019 00:23,Boyer PLC,shopping_net,978.96,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,fbda3f1531d8d9186359a561e09077af,38.893999,-109.677707,1,Fraud,1,Outlier,31,30-44,0,Fri,12.96431564,$500+,Night,9,1
18/01/2019 03:36,Kerluke-Abshire,shopping_net,849.79,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,9047da1474aecee56ec498ca6c3456d8,38.376171,-110.36249,1,Fraud,1,Outlier,31,30-44,3,Fri,94.96941715,$500+,Night,9,1
18/01/2019 03:54,Rempel Inc,shopping_net,955.4,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,421094fceb39c5379bdb06f6a7e5cc0a,38.748484,-110.32181,1,Fraud,1,Outlier,31,30-44,3,Fri,67.27100378,$500+,Night,9,1
18/01/2019 14:38,Shanahan-Lehne,personal_care,21.54,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,ce3b2734ce646ef6a47b3484a8e043e5,38.211376,-109.986757,1,Fraud,1,Normal,31,30-44,14,Fri,93.44104995,$10-$50,Day,0,0
18/01/2019 22:06,Beier LLC,entertainment,528.98,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,3417f366e2e1d5dd25a3a89a3aae9f3d,39.164469,-109.933543,1,Fraud,1,Outlier,31,30-44,22,Fri,33.02761535,$500+,Night,7,1
18/01/2019 22:12,Bartoletti and Sons,personal_care,21.23,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,2df9fa2d0e508ed2a83aa3ac6f4b5d5a,38.998205,-110.005615,1,Fraud,1,Normal,31,30-44,22,Fri,33.75582573,$10-$50,Night,2,0
18/01/2019 23:16,Ankunding-Carroll,travel,9.33,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,a0ed41246d201717db7250fa2375c73b,39.23064,-108.990363,1,Fraud,1,Normal,31,30-44,23,Fri,59.68560284,Under $10,Night,2,0
18/01/2019 23:31,Wilkinson Lt,entertainment,386.91,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,48dcc21bdef98405171a831d70b463c8,39.262556,-109.656927,1,Fraud,1,Outlier,31,30-44,23,Fri,29.42905746,$100-$499,Night,4,1
19/01/2019 06:25,Volkman Lt,misc_net,6.72,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,6434c1d4d94db232fa734874255ae054,39.04154,-110.37553,0,Legit,1,Normal,31,30-44,6,Sat,65.86446455,Under $10,Day,2,0
19/01/2019 11:02,"Swaniawski, Bahringer and Ledne",grocery_net,34.74,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,6b351303f64199a842cdaf975ad11aa9,39.429985,-110.466154,0,Legit,1,Normal,31,30-44,11,Sat,87.54417162,$10-$50,Day,0,0
19/01/2019 13:24,Dietrich-Fadel,health_fitness,40.73,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,72dbf9a5c661b6c9bca10e675095df2f,39.991881,-109.594157,0,Legit,1,Normal,31,30-44,13,Sat,110.3177514,$10-$50,Day,3,0
19/01/2019 20:23,Daugherty LLC,kids_pets,66.51,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,a4eea6e3c570c738283e5dbe5937a879,39.241374,-109.392856,0,Legit,1,Normal,31,30-44,20,Sat,32.98796787,$50-$99,Day,0,0
19/01/2019 20:41,Boyer PLC,shopping_net,3.35,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,ea5d18c43af514c57aa0f567f5b3bc27,38.008071,-109.764587,0,Legit,1,Normal,31,30-44,20,Sat,111.0517918,Under $10,Day,5,1
20/01/2019 06:05,DuBuque LLC,grocery_pos,105.65,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,5159fcc23b8f8e4e9975b5c81823eb7b,39.130512,-109.606799,0,Legit,1,Normal,31,30-44,6,Sun,14.54064024,$100-$499,Day,0,0
20/01/2019 13:01,Jakubowski Inc,home,23.83,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,cbbee88121198cc5e49c944380086f06,38.753126,-109.718743,0,Legit,1,Normal,31,30-44,13,Sun,28.87220683,$10-$50,Day,0,0
20/01/2019 15:44,Hudson-Grady,shopping_pos,1.56,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,ba4fe364d7f5c7503c5c2978d91061ce,39.990511,-108.629717,0,Legit,1,Normal,31,30-44,15,Sun,138.8534243,Under $10,Day,3,0
20/01/2019 19:20,Howe PLC,entertainment,57.33,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,bc20823d4aea52730fd6241d0f97e74b,38.908706,-110.055218,0,Legit,1,Normal,31,30-44,19,Sun,39.39329548,$50-$99,Day,0,0
20/01/2019 22:26,Leannon-Nikolaus,travel,8.74,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,b9e7c137db64d9e7c22d022a13e34890,38.191047,-108.994221,0,Legit,1,Normal,31,30-44,22,Sun,104.8794274,Under $10,Night,5,1
20/01/2019 22:48,Berge-Ullrich,home,6.78,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,6d8f4e2c85f7e83e6e0bca9b6f37cf78,38.330667,-110.375355,0,Legit,1,Normal,31,30-44,22,Sun,99.47623965,Under $10,Night,2,0
21/01/2019 02:04,Torp-Labadie,gas_transport,56.87,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,753fa416e429eba1fce002dfc8f0445e,38.829043,-109.811453,0,Legit,1,Normal,31,30-44,2,Mon,25.49186513,$50-$99,Night,2,0
21/01/2019 10:18,Kuvalis Lt,gas_transport,60.83,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,dc195499dfd14b6b5db26b689d914f2b,38.42884,-110.461054,0,Legit,1,Normal,31,30-44,10,Mon,97.05849712,$50-$99,Day,0,0
21/01/2019 11:53,Zemlak Group,misc_net,351.33,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,6d65e15f3fa0ad64a9f2c36363789644,38.539843,-108.919504,0,Legit,1,Outlier,31,30-44,11,Mon,79.07260706,$100-$499,Day,4,1
21/01/2019 17:26,Connelly-Carte,home,62.78,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,9a40be6807dc4f99d1752af670cc4ba1,38.218426,-109.179992,0,Legit,1,Normal,31,30-44,17,Mon,94.76030571,$50-$99,Day,0,0
21/01/2019 19:24,"Klocko, Runolfsdottir and Breitenberg",health_fitness,28.07,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,ed9cfc20813d950de856f104c582585e,38.980809,-109.596716,0,Legit,1,Normal,31,30-44,19,Mon,2.646407888,$10-$50,Day,0,0
21/01/2019 20:57,"Bradtke, Torp and Bahringe",personal_care,18.84,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,d825e8af51bdf34bcc9f828d95bac336,39.548209,-109.328729,0,Legit,1,Normal,31,30-44,20,Mon,65.76055422,$10-$50,Day,0,0
22/01/2019 03:42,"Zieme, Bode and Dooley",gas_transport,60.44,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,0fb5df81831b213aace43f6484d2510f,39.191447,-109.906632,0,Legit,1,Normal,31,30-44,3,Tue,32.97020148,$50-$99,Night,2,0
22/01/2019 08:56,Hudson-Ratke,grocery_pos,103.38,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,13a6e5a76fa933484d4ef9abaf035179,38.795276,-109.979528,0,Legit,1,Normal,31,30-44,8,Tue,38.89548788,$100-$499,Day,0,0
22/01/2019 14:57,Hirthe-Beie,health_fitness,27.51,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,64e641e70aea3aa992f4720dbe75ccd5,39.456688,-109.21321,0,Legit,1,Normal,31,30-44,14,Tue,61.46209509,$10-$50,Day,0,0
22/01/2019 16:09,Gerlach Inc,shopping_net,980.05,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,d31d481bbdfe14d7054bf88a0fcccdfd,38.40949,-109.71661,0,Legit,1,Outlier,31,30-44,16,Tue,66.24002223,$500+,Day,7,1
23/01/2019 14:23,Stamm-Rodriguez,misc_pos,265.92,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,36199a2c9e06f4f62643148e4cf8b885,38.18906,-109.899505,0,Legit,1,Outlier,31,30-44,14,Wed,93.49004839,$100-$499,Day,2,0
23/01/2019 18:01,"Nicolas, Hills and McGlynn",entertainment,9.89,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,207229d5bd6324ecd9ddcd1a6b0cf621,38.141129,-109.713539,0,Legit,1,Normal,31,30-44,18,Wed,95.8744528,Under $10,Day,0,0
24/01/2019 01:07,Parisian and Sons,gas_transport,76.44,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,83a02dc53cb4d933ece763801706086b,38.738831,-109.744431,0,Legit,1,Normal,31,30-44,1,Thu,31.11710343,$50-$99,Night,2,0
24/01/2019 18:42,"Boehm, Predovic and Reinge",misc_pos,9.19,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,b565bc43ef60e027024875436aaaa961,38.54642,-110.171925,0,Legit,1,Normal,31,30-44,18,Thu,69.81119998,Under $10,Day,0,0
25/01/2019 01:44,"Lehner, Mosciski and King",misc_net,1.85,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,4171f223c3a20fa199418d9f9ac155af,39.305425,-110.504521,0,Legit,1,Normal,31,30-44,1,Fri,83.887978,Under $10,Night,4,1
25/01/2019 09:14,Mraz-Herzog,gas_transport,43.42,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,058f76cf712005826405ac79868323ca,39.719071,-109.309073,0,Legit,1,Normal,31,30-44,9,Fri,84.18231168,$10-$50,Day,0,0
25/01/2019 13:19,Gleason and Sons,kids_pets,45.34,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,6e288dffef8c0b9d024417104988117c,39.676428,-108.817683,0,Legit,1,Normal,31,30-44,13,Fri,101.7869887,$10-$50,Day,3,0
26/01/2019 00:14,"Morissette, Weber and Wiegan",grocery_net,33.07,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,84e9a88cacef4dbf9fd6f7faa369f915,39.353301,-109.155631,0,Legit,1,Normal,31,30-44,0,Sat,55.78627017,$10-$50,Night,2,0
